city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.893,15,Part time course,Has relevent experience,Graduate,Other,STEM,0.0
0.91,5,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.55,9,Other,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,11,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.899,16,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.878,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.7759999999999999,18,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.804,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,7,Full time course,Has relevent experience,High School,Other,Non Degree,0.0
0.91,3,Other,No relevent experience,Other,Other,Non Degree,0.0
0.899,5,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,9,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.91,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.893,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.804,<1,Full time course,No relevent experience,Graduate,Other,Business Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.92,<1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.926,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,14,Full time course,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.887,4,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.897,14,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,3,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0
0.897,5,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.939,17,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,18,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.939,>20,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.924,>20,No enrollment,Has relevent experience,Phd,Other,Humanities,0.0
0.624,7,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.92,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.836,6,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
Other,Other,Other,Other,Other,Other,Other,Other
0.91,6,Other,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.92,18,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.939,16,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.895,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.884,1,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.55,4,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,3,Other,No relevent experience,Other,Other,Non Degree,0.0
0.89,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.887,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.855,12,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.754,6,Other,Has relevent experience,High School,Funded Startup,Non Degree,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,2,No enrollment,No relevent experience,Graduate,Public Sector,Other,0.0
0.8959999999999999,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.884,14,Full time course,No relevent experience,Masters,Public Sector,STEM,0.0
0.624,2,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.754,9,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.762,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,7,No enrollment,No relevent experience,Phd,NGO,STEM,0.0
0.92,1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0
0.92,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,1,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,5,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.767,8,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.884,3,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.847,>20,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.92,4,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,10,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.897,8,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.8270000000000001,9,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.624,1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.794,6,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.527,1,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.884,5,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Early Stage Startup,Arts,0.0
0.698,4,Part time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.884,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.7659999999999999,15,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.738,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.855,4,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.91,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Masters,NGO,Humanities,0.0
0.878,10,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.624,10,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.762,>20,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.91,10,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.903,9,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.855,14,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.878,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.624,4,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.762,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.8270000000000001,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,1.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.91,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.923,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.7759999999999999,14,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.767,4,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.767,6,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,2,No enrollment,No relevent experience,Primary School,Other,Non Degree,1.0
0.836,2,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,15,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,2,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.64,6,No enrollment,No relevent experience,Masters,Other,STEM,0.0
0.804,2,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.802,<1,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.647,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,1,Other,No relevent experience,Other,Other,Non Degree,0.0
0.939,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,<1,No enrollment,No relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,14,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.924,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,6,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.855,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.795,>20,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0
0.92,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.5579999999999999,8,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,4,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0
0.794,6,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.794,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,12,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.682,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.91,9,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.92,10,Full time course,Has relevent experience,High School,Other,Non Degree,1.0
0.926,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.887,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.802,8,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,>20,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.91,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.754,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.5579999999999999,<1,No enrollment,No relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.624,3,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.7959999999999999,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,18,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.624,3,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.55,15,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,1.0
0.74,4,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.855,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.579,2,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,4,Part time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.91,3,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.926,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.939,1,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.754,8,Part time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.698,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.895,17,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.91,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.802,7,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.89,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,3,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.924,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.91,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,5,No enrollment,No relevent experience,Graduate,Other,Other,0.0
0.8270000000000001,5,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.939,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,18,Part time course,Has relevent experience,Graduate,NGO,STEM,0.0
0.698,14,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.913,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.804,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,17,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0
0.865,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.624,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,3,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.624,2,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.92,2,Other,No relevent experience,Other,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.743,2,No enrollment,Has relevent experience,Masters,Other,Other,0.0
0.926,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.897,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,2,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.924,8,Full time course,Has relevent experience,High School,Public Sector,Non Degree,1.0
0.738,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.866,12,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.701,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.89,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,8,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.884,12,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.91,5,No enrollment,Has relevent experience,Masters,Public Sector,Humanities,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.802,8,Full time course,Has relevent experience,Graduate,NGO,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,7,No enrollment,No relevent experience,Masters,Other,STEM,1.0
0.893,5,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.893,12,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.7659999999999999,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.767,>20,Other,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.516,4,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.698,2,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.682,3,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.754,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.913,8,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.91,<1,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
